DATE,TOTAL_PRICESELL,holidayWeekS
2016-03-14,391.0218600000001,0
2016-03-21,669.1109800000005,71
2016-03-28,1044.5301200000001,0
2016-04-04,1022.4587400000007,0
2016-04-11,752.9260800000002,0
2016-04-18,856.5637000000005,17
2016-04-25,763.0556999999998,0
2016-05-02,786.7058,0
2016-05-09,888.4567399999994,0
2016-05-16,1047.7192600000008,0
2016-05-23,879.4285,0
2016-05-30,845.4760399999998,0
2016-06-06,948.7394600000007,0
2016-06-13,779.5308199999998,0
2016-06-20,686.3138599999995,0
2016-06-27,652.5748600000006,0
2016-07-04,820.9813000000004,0
2016-07-11,824.84122,0
2016-07-18,910.0820000000004,0
2016-07-25,945.9596800000011,0
2016-08-01,972.0023400000013,0
2016-08-08,947.0201400000007,0
2016-08-15,1159.3188999999998,0
2016-08-22,869.5476200000004,0
2016-08-29,971.3034400000009,0
2016-09-05,1143.245560000001,0
2016-09-12,872.7198800000007,0
2016-09-19,836.2184600000005,0
2016-09-26,830.0062999999999,0
2016-10-03,912.4682800000004,0
2016-10-10,992.3508000000006,0
2016-10-17,1204.68104,0
2016-10-24,1025.4258399999999,0
2016-10-31,1310.8670000000006,0
2016-11-07,1164.3857600000006,0
2016-11-14,929.7198400000004,0
2016-11-21,943.9468400000004,0
2016-11-28,1152.7190200000007,0
2016-12-05,1034.23674,0
2016-12-12,678.9144400000004,0
2016-12-19,766.3060800000001,22
2016-12-26,528.1825000000001,69
2017-01-02,767.1648400000005,0
2017-01-09,839.5137199999998,0
2017-01-16,969.8716800000003,0
2017-01-23,755.4821799999997,32
2017-01-30,989.2938000000001,0
2017-02-06,858.0433200000007,0
2017-02-13,925.3445599999998,0
2017-02-20,877.6911000000007,0
2017-02-27,795.817,0
2017-03-06,841.61344,0
2017-03-13,850.3723400000002,0
2017-03-20,911.3293200000003,0
2017-03-27,1023.9639400000001,0
2017-04-03,1022.176420000001,0
2017-04-10,752.3243400000003,33
2017-04-17,810.4815600000005,0
2017-04-24,893.2260200000003,37
2017-05-01,1006.1955199999995,0
2017-05-08,693.1534800000007,0
2017-05-15,747.1191900000005,0
2017-05-22,734.3081200000003,0
2017-05-29,690.9812400000003,0
2017-06-05,833.4162999999999,0
2017-06-12,714.3509599999993,0
2017-06-19,841.1191399999999,0
2017-06-26,1012.66762,0
2017-07-03,1171.7527200000015,0
2017-07-10,881.6083600000003,0
2017-07-17,1031.5030400000005,0
2017-07-24,915.3495999999999,0
2017-07-31,1063.5361400000006,0
2017-08-07,1032.8544799999993,0
2017-08-14,860.5954200000006,0
2017-08-21,940.1318800000001,0
2017-08-28,922.9229800000007,0
2017-09-04,831.8443399999998,0
2017-09-11,858.4332799999995,0
2017-09-18,891.6619799999995,0
2017-09-25,851.0787999999998,0
2017-10-02,1023.9803200000006,0
2017-10-09,960.5673400000001,0
2017-10-16,1041.6424599999996,0
2017-10-23,987.8309400000002,0
2017-10-30,1093.176480000001,0
2017-11-06,878.8828799999998,0
2017-11-13,975.14308,0
2017-11-20,1020.9424200000009,0
2017-11-27,748.8164400000002,0
2017-12-04,1028.2860800000008,0
2017-12-11,853.7500800000004,0
2017-12-18,880.7925600000002,0
2017-12-25,498.42196000000007,0
2018-01-01,972.8625800000003,0
2018-01-08,1070.7386200000003,0
2018-01-15,782.2750600000004,0
2018-01-22,1041.6242800000014,36
2018-01-29,1264.9074000000016,0
2018-02-05,902.5910399999995,0
2018-02-12,1037.0084000000002,0
2018-02-19,860.2283400000001,0
2018-02-26,880.0285399999998,0
2018-03-05,919.8980999999995,0
2018-03-12,891.6679900000009,0
2018-03-19,902.5947400000005,0
2018-03-26,971.8761999999997,45
2018-04-02,861.07122,0
2018-04-09,906.38014,0
2018-04-16,1039.33378,0
2018-04-23,737.3271000000002,0
2018-04-30,847.0028800000003,0
2018-05-07,874.4820799999998,0
2018-05-14,892.0940800000001,0
2018-05-21,659.4663800000004,0
2018-05-28,771.3440000000003,0
2018-06-04,730.9282600000004,0
2018-06-11,868.6630599999996,0
2018-06-18,1106.19996,0
2018-06-25,899.0392400000001,0
2018-07-02,792.6077400000007,0
2018-07-09,1018.5581600000004,0
2018-07-16,886.7814000000009,0
2018-07-23,960.6201800000001,0
2018-07-30,849.1368200000004,0
2018-08-06,956.0181800000007,0
2018-08-13,708.9828000000006,0
2018-08-20,812.8528200000005,0
2018-08-27,932.2747000000007,0
2018-09-03,857.8218400000001,0
2018-09-10,758.5391000000001,0
2018-09-17,1091.93214,0
2018-09-24,720.1456999999998,0
2018-10-01,1074.3787400000008,0
2018-10-08,791.2589399999996,0
2018-10-15,619.21832,0
2018-10-22,994.7542400000004,0
2018-10-29,888.9317200000008,0
2018-11-05,887.2253800000011,0
2018-11-12,821.7011599999998,0
2018-11-19,702.4790600000001,0
2018-11-26,752.5118800000001,0
2018-12-03,604.3742000000001,0
2018-12-10,509.0926600000002,0
2018-12-17,715.5145800000001,0
2018-12-24,419.83110000000016,0
2018-12-31,628.4120200000003,0
2019-01-07,727.2737200000003,0
2019-01-14,821.179,0
2019-01-21,636.9700199999994,46
2019-01-28,796.7756800000002,0
2019-02-04,918.7610400000008,0
2019-02-11,640.2506200000001,0
2019-02-18,594.1382199999998,0
2019-02-25,669.0421799999999,0
2019-03-04,609.93134,0
2019-03-11,933.4576800000003,0
2019-03-18,868.5887400000006,0
2019-03-25,885.3776800000002,0
2019-04-01,939.2553599999994,0
2019-04-08,902.9953600000006,0
2019-04-15,994.1654600000012,49
2019-04-22,996.0494399999993,38
2019-04-29,953.0587599999999,0
2019-05-06,952.43672,0
2019-05-13,874.2229400000004,0
2019-05-20,890.8573,0
2019-05-27,826.69136,0
2019-06-03,768.204,0
2019-06-10,879.6904600000012,0
2019-06-17,954.2570800000002,0
2019-06-24,896.7752600000003,0
2019-07-01,864.8666400000003,0
2019-07-08,917.7834600000002,0
2019-07-15,1015.5409600000004,0
2019-07-22,1032.0266200000008,0
2019-07-29,1002.0924600000009,0
2019-08-05,946.3094799999994,0
2019-08-12,722.8480999999999,0
2019-08-19,770.6713800000003,0
2019-08-26,574.6668199999997,0
2019-09-02,564.4517799999999,0
2019-09-09,575.3656000000001,0
2019-09-16,662.5949200000001,0
2019-09-23,699.9967400000003,0
2019-09-30,923.6630000000002,0
2019-10-07,638.9475000000002,0
