DATE,TOTAL_PRICESELL,holidayWeekS
2016-03-14,313.47013999999996,0
2016-03-21,397.83376000000004,13
2016-03-28,535.6987999999999,0
2016-04-04,640.7439800000002,0
2016-04-11,718.4723200000004,0
2016-04-18,992.9806400000007,19
2016-04-25,1194.6620000000014,0
2016-05-02,855.4227600000003,0
2016-05-09,954.4738000000002,0
2016-05-16,1154.2686,0
2016-05-23,1454.3161,0
2016-05-30,1478.1667200000024,0
2016-06-06,1325.8252400000003,0
2016-06-13,1351.033700000001,0
2016-06-20,1410.959880000002,0
2016-06-27,1411.59733,0
2016-07-04,1238.2188400000007,0
2016-07-11,1114.4455699999994,0
2016-07-18,1317.7460800000006,0
2016-07-25,1146.967499999999,0
2016-08-01,1012.2799800000009,0
2016-08-08,976.3140400000001,0
2016-08-15,1113.9021400000006,0
2016-08-22,1263.0161600000008,0
2016-08-29,1010.9840000000004,0
2016-09-05,757.4263800000002,0
2016-09-12,707.2111272727274,0
2016-09-19,757.9145400000003,0
2016-09-26,819.40544,0
2016-10-03,773.1969000000005,0
2016-10-10,809.8049400000007,0
2016-10-17,888.8523600000001,0
2016-10-24,1124.2212400000008,0
2016-10-31,835.3978000000002,0
2016-11-07,850.2697600000002,0
2016-11-14,978.7072800000007,0
2016-11-21,596.4801800000001,0
2016-11-28,354.96570363636357,0
2016-12-05,444.5972400000002,0
2016-12-12,520.7048600000002,0
2016-12-19,534.02728,14
2016-12-26,421.80570000000006,46
2017-01-02,531.6239,0
2017-01-09,461.99242000000004,0
2017-01-16,492.178,0
2017-01-23,413.3612400000002,21
2017-01-30,515.87744,0
2017-02-06,478.83974000000006,0
2017-02-13,425.72928000000013,0
2017-02-20,354.07353999999987,0
2017-02-27,387.64188,0
2017-03-06,281.58648,0
2017-03-13,309.34425999999996,0
2017-03-20,329.95142000000004,0
2017-03-27,265.91208,0
2017-04-03,413.7024800000003,0
2017-04-10,239.60028000000008,20
2017-04-17,476.6462200000001,0
2017-04-24,570.5513199999999,30
2017-05-01,455.9217800000004,0
2017-05-08,421.3105600000001,0
2017-05-15,632.4591800000004,0
2017-05-22,776.7472600000001,0
2017-05-29,687.8409999999999,0
2017-06-05,818.3121100000006,0
2017-06-12,652.1594800000004,0
2017-06-19,636.8429199999999,0
2017-06-26,646.9090800000002,0
2017-07-03,583.4883400000003,0
2017-07-10,867.17848,0
2017-07-17,841.64016,0
2017-07-24,917.0494800000009,0
2017-07-31,860.7022800000001,0
2017-08-07,661.3300199999999,0
2017-08-14,469.9000800000002,0
2017-08-21,634.7300800000002,0
2017-08-28,569.3081800000003,0
2017-09-04,542.4759800000003,0
2017-09-11,587.5550400000004,0
2017-09-18,578.2987000000002,0
2017-09-25,456.8611800000002,0
2017-10-02,611.6270000000007,0
2017-10-09,602.6699200000004,0
2017-10-16,597.5244,0
2017-10-23,315.04264000000006,0
2017-10-30,392.17204000000004,0
2017-11-06,454.0612000000004,0
2017-11-13,432.76264,0
2017-11-20,452.41186000000005,0
2017-11-27,279.34472000000005,0
2017-12-04,252.99608000000003,0
2017-12-11,386.6026800000003,0
2017-12-18,332.1688399999999,0
2017-12-25,187.90200000000004,0
2018-01-01,245.99632000000003,0
2018-01-08,308.36121999999995,0
2018-01-15,217.43617999999998,0
2018-01-22,320.46888,15
2018-01-29,244.55631999999997,0
2018-02-05,215.57418,0
2018-02-12,297.6817999999999,0
2018-02-19,278.81613999999996,0
2018-02-26,271.80422000000004,0
2018-03-05,346.4642800000001,0
2018-03-12,310.21546000000006,0
2018-03-19,272.4909400000001,0
2018-03-26,226.22580000000008,18
2018-04-02,368.29375999999996,0
2018-04-09,276.6399399999999,0
2018-04-16,388.82199999999983,0
2018-04-23,387.67766000000006,0
2018-04-30,491.7570500000003,0
2018-05-07,511.12700000000024,0
2018-05-14,450.51712000000043,0
2018-05-21,823.5294199999998,0
2018-05-28,538.8245,0
2018-06-04,513.5607600000001,0
2018-06-11,704.2383400000002,0
2018-06-18,746.2659400000005,0
2018-06-25,659.6929200000001,0
2018-07-02,692.19868,0
2018-07-09,761.0295200000008,0
2018-07-16,732.6052600000003,0
2018-07-23,734.14664,0
2018-07-30,644.9445400000004,0
2018-08-06,608.6664000000002,0
2018-08-13,624.3103200000005,0
2018-08-20,662.8299400000002,0
2018-08-27,601.3120800000003,0
2018-09-03,659.7442400000002,0
2018-09-10,564.0766000000002,0
2018-09-17,592.7371799999996,0
2018-09-24,436.78909000000004,0
2018-10-01,494.59130000000016,0
2018-10-08,527.30394,0
2018-10-15,546.1393200000003,0
2018-10-22,651.44822,0
2018-10-29,554.7041,0
2018-11-05,336.54510000000005,0
2018-11-12,363.82752000000005,0
2018-11-19,248.7501,0
2018-11-26,295.34056000000004,0
2018-12-03,235.2067800000001,0
2018-12-10,269.74595999999997,0
2018-12-17,298.3899,0
2018-12-24,155.59247999999997,0
2018-12-31,183.6569200000001,0
2019-01-07,199.55424000000002,0
2019-01-14,234.0902200000001,0
2019-01-21,212.97618,19
2019-01-28,289.09292,0
2019-02-04,258.89799999999997,0
2019-02-11,262.23321999999985,0
2019-02-18,299.84452000000005,0
2019-02-25,267.7833000000001,0
2019-03-04,166.90274000000002,0
2019-03-11,216.27760000000006,0
2019-03-18,226.08726000000001,0
2019-03-25,241.93747999999997,0
2019-04-01,319.3170599999999,0
2019-04-08,232.84075999999993,0
2019-04-15,266.76346000000007,24
2019-04-22,420.64475999999985,29
2019-04-29,421.56852,0
2019-05-06,413.60283999999984,0
2019-05-13,622.3145599999998,0
2019-05-20,792.2244200000006,0
2019-05-27,667.3886799999999,0
2019-06-03,597.1289000000003,0
2019-06-10,556.9867000000004,0
2019-06-17,661.6338800000002,0
2019-06-24,725.6403400000003,0
2019-07-01,807.6850999999999,0
2019-07-08,714.1126800000005,0
2019-07-15,683.5556299999998,0
2019-07-22,768.9179400000007,0
2019-07-29,827.0275000000006,0
2019-08-05,776.1219000000001,0
2019-08-12,651.0290999999999,0
2019-08-19,579.7256600000001,0
2019-08-26,550.1183400000002,0
2019-09-02,442.5520200000001,0
2019-09-09,417.62966000000034,0
2019-09-16,397.55660000000006,0
2019-09-23,359.5370200000002,0
2019-09-30,474.9992800000002,0
2019-10-07,398.1878199999999,0
