DATE,TOTAL_PRICESELL
2016-03-14,314.72594000000004
2016-03-21,397.83376000000004
2016-03-28,535.6988
2016-04-04,640.74398
2016-04-11,718.4723200000001
2016-04-18,992.9806400000001
2016-04-25,1194.6619999999998
2016-05-02,855.4227599999999
2016-05-09,954.4738000000001
2016-05-16,1154.2686
2016-05-23,1454.3161000000002
2016-05-30,1478.1667199999997
2016-06-06,1325.8252400000001
2016-06-13,1351.0337000000002
2016-06-20,1410.95988
2016-06-27,1411.5973300000003
2016-07-04,1238.21884
2016-07-11,1114.44557
2016-07-18,1317.74608
2016-07-25,1146.9675
2016-08-01,1012.2799799999999
2016-08-08,976.3140400000001
2016-08-15,1113.9021400000001
2016-08-22,1263.0161600000001
2016-08-29,1010.984
2016-09-05,757.42638
2016-09-12,707.2111272727274
2016-09-19,757.9145400000001
2016-09-26,819.4054399999999
2016-10-03,773.1969
2016-10-10,809.8049399999999
2016-10-17,888.8523600000001
2016-10-24,1124.22124
2016-10-31,835.3978
2016-11-07,850.2697600000001
2016-11-14,978.7072800000001
2016-11-21,596.48018
2016-11-28,354.9657036363637
2016-12-05,444.59724
2016-12-12,520.7048599999999
2016-12-19,534.0272799999999
2016-12-26,421.80570000000006
2017-01-02,531.6238999999999
2017-01-09,461.99242000000004
2017-01-16,492.178
2017-01-23,413.36123999999995
2017-01-30,515.87744
2017-02-06,478.83974
2017-02-13,425.72928
2017-02-20,354.07354
2017-02-27,387.64188
2017-03-06,281.58648000000005
2017-03-13,309.34425999999996
2017-03-20,329.95142000000004
2017-03-27,265.91208
2017-04-03,413.70248000000004
2017-04-10,239.60028000000003
2017-04-17,476.64622
2017-04-24,570.5513199999999
2017-05-01,455.92178000000007
2017-05-08,421.31056
2017-05-15,632.45918
2017-05-22,776.7472600000002
2017-05-29,687.841
2017-06-05,818.3121099999998
2017-06-12,652.15948
2017-06-19,636.8429199999999
2017-06-26,646.90908
2017-07-03,583.4883400000001
2017-07-10,867.17848
2017-07-17,841.6401599999999
2017-07-24,917.04948
2017-07-31,860.7022799999999
2017-08-07,661.3300199999999
2017-08-14,469.90008000000006
2017-08-21,634.7300799999999
2017-08-28,569.3081800000001
2017-09-04,542.47598
2017-09-11,587.55504
2017-09-18,578.2986999999999
2017-09-25,456.86118
2017-10-02,611.627
2017-10-09,602.66992
2017-10-16,597.5244
2017-10-23,315.0426400000001
2017-10-30,392.17204000000004
2017-11-06,454.06120000000004
2017-11-13,432.76264000000003
2017-11-20,452.41186000000005
2017-11-27,279.34472000000005
2017-12-04,252.99608
2017-12-11,386.6026800000001
2017-12-18,332.16884
2017-12-25,187.90200000000002
2018-01-01,245.99632
2018-01-08,308.36122
2018-01-15,217.43618000000004
2018-01-22,320.46887999999996
2018-01-29,244.55632000000003
2018-02-05,215.57418
2018-02-12,297.68179999999995
2018-02-19,278.81613999999996
2018-02-26,271.80422
2018-03-05,346.46428
2018-03-12,310.21546
2018-03-19,272.49094
2018-03-26,226.22580000000005
2018-04-02,368.29376
2018-04-09,276.63994
2018-04-16,388.822
2018-04-23,387.67765999999995
2018-04-30,491.75705000000005
2018-05-07,511.127
2018-05-14,450.51712000000003
2018-05-21,823.5294200000001
2018-05-28,538.8245
2018-06-04,513.5607600000001
2018-06-11,704.2383400000001
2018-06-18,746.26594
2018-06-25,659.6929200000001
2018-07-02,692.19868
2018-07-09,761.0295199999999
2018-07-16,732.60526
2018-07-23,734.14664
2018-07-30,644.9445400000001
2018-08-06,608.6664000000001
2018-08-13,624.3103199999999
2018-08-20,662.8299400000001
2018-08-27,601.31208
2018-09-03,659.74424
2018-09-10,564.0766
2018-09-17,592.73718
2018-09-24,436.7890900000001
2018-10-01,494.59129999999993
2018-10-08,527.30394
2018-10-15,546.13932
2018-10-22,651.44822
2018-10-29,554.7040999999999
2018-11-05,336.54510000000005
2018-11-12,363.82752000000005
2018-11-19,248.7501
2018-11-26,295.34056
2018-12-03,235.20678
2018-12-10,269.74595999999997
2018-12-17,298.3899
2018-12-24,155.59248
2018-12-31,183.65691999999999
2019-01-07,199.55424000000002
2019-01-14,234.09022000000004
2019-01-21,212.97618
2019-01-28,289.09292
2019-02-04,258.898
2019-02-11,262.23321999999996
2019-02-18,299.84452
2019-02-25,267.7833
2019-03-04,166.90274000000002
2019-03-11,216.2776
2019-03-18,226.08726000000004
2019-03-25,241.93748000000005
2019-04-01,319.31705999999997
2019-04-08,232.84076
2019-04-15,266.76346
2019-04-22,420.64475999999996
2019-04-29,421.56852
2019-05-06,413.60283999999996
2019-05-13,622.3145599999999
2019-05-20,792.22442
2019-05-27,667.38868
2019-06-03,597.1288999999998
2019-06-10,556.9867
2019-06-17,661.6338800000001
2019-06-24,725.64034
2019-07-01,807.6851
2019-07-08,714.11268
2019-07-15,683.5556299999998
2019-07-22,768.9179399999998
2019-07-29,827.0274999999998
2019-08-05,776.1219
2019-08-12,651.0291
2019-08-19,579.7256600000001
2019-08-26,550.11834
2019-09-02,442.55201999999997
2019-09-09,417.62966000000006
2019-09-16,397.5566
2019-09-23,359.53702000000004
2019-09-30,474.99928000000006
2019-10-07,367.9216200000001
