DATE,TOTAL_PRICESELL
2016-03-14,151.69734
2016-03-21,279.53034
2016-03-28,434.47406
2016-04-04,514.5016800000001
2016-04-11,724.6790599999999
2016-04-18,539.50322
2016-04-25,609.77782
2016-05-02,722.49698
2016-05-09,939.7563
2016-05-16,720.5172399999999
2016-05-23,735.77632
2016-05-30,857.27434
2016-06-06,712.0106
2016-06-13,775.5722000000001
2016-06-20,810.3646400000002
2016-06-27,545.51608
2016-07-04,758.86138
2016-07-11,826.7732000000001
2016-07-18,1022.7936399999999
2016-07-25,777.4138199999999
2016-08-01,972.0185600000001
2016-08-08,777.7789200000001
2016-08-15,880.18294
2016-08-22,830.37784
2016-08-29,967.3675000000001
2016-09-05,725.54026
2016-09-12,727.06044
2016-09-19,789.8946599999999
2016-09-26,717.883
2016-10-03,844.2591599999998
2016-10-10,1145.2779
2016-10-17,921.6271600000001
2016-10-24,922.6297800000003
2016-10-31,928.2890599999998
2016-11-07,816.08086
2016-11-14,924.3009999999999
2016-11-21,749.60934
2016-11-28,846.5080600000001
2016-12-05,722.95594
2016-12-12,740.8912600000001
2016-12-19,525.00384
2016-12-26,338.99562
2017-01-02,558.2462
2017-01-09,760.8624599999999
2017-01-16,775.6307400000001
2017-01-23,498.34619999999995
2017-01-30,760.61626
2017-02-06,595.19478
2017-02-13,638.1948400000001
2017-02-20,475.18462000000005
2017-02-27,474.47122
2017-03-06,436.88079999999997
2017-03-13,447.86692000000005
2017-03-20,464.39798
2017-03-27,436.8238
2017-04-03,556.75242
2017-04-10,467.39573999999993
2017-04-17,712.8388600000001
2017-04-24,535.77454
2017-05-01,546.06564
2017-05-08,585.71346
2017-05-15,600.5806200000001
2017-05-22,547.5568
2017-05-29,620.32784
2017-06-05,571.6822999999999
2017-06-12,490.75058000000007
2017-06-19,616.5827800000001
2017-06-26,534.75712
2017-07-03,503.70108
2017-07-10,444.36992000000004
2017-07-17,619.37162
2017-07-24,706.8785399999999
2017-07-31,692.2974399999999
2017-08-07,800.39082
2017-08-14,568.24806
2017-08-21,611.25342
2017-08-28,721.21372
2017-09-04,463.0413000000001
2017-09-11,540.40434
2017-09-18,488.888
2017-09-25,530.13964
2017-10-02,439.15766
2017-10-09,765.7164600000001
2017-10-16,563.00294
2017-10-23,508.40842000000004
2017-10-30,514.6623599999999
2017-11-06,451.2228400000001
2017-11-13,649.4797
2017-11-20,481.70274000000006
2017-11-27,471.5010400000001
2017-12-04,543.40416
2017-12-11,523.0225800000001
2017-12-18,398.89058000000006
2017-12-25,242.06257999999997
2018-01-01,439.23189
2018-01-08,562.2759399999999
2018-01-15,401.9734
2018-01-22,390.9767
2018-01-29,479.14736000000005
2018-02-05,427.24889999999994
2018-02-12,470.2454599999999
2018-02-19,396.82858
2018-02-26,329.35426
2018-03-05,231.20913999999996
2018-03-12,253.9866
2018-03-19,391.65284
2018-03-26,273.48472000000004
2018-04-02,404.63016
2018-04-09,390.39386
2018-04-16,446.49662
2018-04-23,428.30755999999997
2018-04-30,507.61825999999996
2018-05-07,433.88076000000007
2018-05-14,476.99422
2018-05-21,553.21108
2018-05-28,504.01964
2018-06-04,498.52597999999995
2018-06-11,559.1137800000001
2018-06-18,575.8093000000001
2018-06-25,697.9730399999999
2018-07-02,558.47294
2018-07-09,548.49472
2018-07-16,500.12296000000003
2018-07-23,617.7033200000001
2018-07-30,481.95474
2018-08-06,652.8857
2018-08-13,480.6934800000001
2018-08-20,594.4216
2018-08-27,590.7705400000001
2018-09-03,507.07686
2018-09-10,418.16085999999996
2018-09-17,479.58618
2018-09-24,504.56508
2018-10-01,491.83086000000003
2018-10-08,452.66569999999996
2018-10-15,433.39869999999996
2018-10-22,578.81086
2018-10-29,494.82387000000006
2018-11-05,400.07914000000005
2018-11-12,459.63800000000003
2018-11-19,488.03303999999997
2018-11-26,574.44078
2018-12-03,377.2099400000001
2018-12-10,308.62288
2018-12-17,342.36462
2018-12-24,145.39576000000002
2018-12-31,264.23196
2019-01-07,209.73804
2019-01-14,261.43562000000003
2019-01-21,247.52018
2019-01-28,439.71152000000006
2019-02-04,334.57
2019-02-11,276.38870000000003
2019-02-18,261.06337999999994
2019-02-25,339.73822000000007
2019-03-04,302.48001999999997
2019-03-11,310.79922000000005
2019-03-18,298.96471999999994
2019-03-25,359.43974000000003
2019-04-01,374.66482
2019-04-08,576.29684
2019-04-15,583.40278
2019-04-22,461.71063999999996
2019-04-29,444.8863
2019-05-06,491.40728000000007
2019-05-13,459.4908
2019-05-20,564.96068
2019-05-27,389.11906
2019-06-03,419.16963999999996
2019-06-10,491.81556
2019-06-17,559.70118
2019-06-24,481.82968
2019-07-01,503.54498000000007
2019-07-08,447.3298800000001
2019-07-15,383.23778000000004
2019-07-22,414.83914000000004
2019-07-29,554.3832800000001
2019-08-05,397.87442000000004
2019-08-12,364.1922800000001
2019-08-19,359.10646
2019-08-26,362.55452
2019-09-02,334.57798
2019-09-09,394.53292000000005
2019-09-16,366.29408
2019-09-23,380.1598
2019-09-30,381.23914
2019-10-07,317.74152
